id,name,gender,birth_country,total_country_wins,award_year,category,age_at_award
644,Aleksandr Isayevich Solzhenitsyn,male,Russia,18,1970,The Nobel Prize in Literature,52
1031,Aleksey Yekimov ,male,USSR,6,2023,The Nobel Prize in Chemistry,78
1018,Ales Bialiatski ,male,Russia,18,2022,The Nobel Peace Prize,60
766,Alexei Alexeyevich Abrikosov,male,USSR,6,2003,The Nobel Prize in Physics,75
306,Alexis Carrel,male,France,60,1912,The Nobel Prize in Physiology or Medicine,39
544,Alfonso García Robles,male,Mexico,3,1982,The Nobel Peace Prize,71
392,Alfred D. Hershey,male,USA,298,1969,The Nobel Prize in Physiology or Medicine,61
479,Alfred Hermann Fried,male,Austria,15,1911,The Nobel Peace Prize,47
450,Alfred G. Gilman,male,USA,298,1994,The Nobel Prize in Physiology or Medicine,53
87,Alfred Kastler,male,Germany,78,1966,The Nobel Prize in Physics,64
174,Alfred Werner,male,France,60,1913,The Nobel Prize in Chemistry,47
892,Alice Munro,female,Canada,22,2013,The Nobel Prize in Literature,82
417,Allan M. Cormack,male,South Africa,9,1979,The Nobel Prize in Physiology or Medicine,55
305,Allvar Gullstrand,male,Sweden,30,1911,The Nobel Prize in Physiology or Medicine,49
300,Charles Louis Alphonse Laveran,male,France,60,1907,The Nobel Prize in Physiology or Medicine,62
543,Alva Myrdal,female,Sweden,30,1982,The Nobel Peace Prize,80
882,Alvin E. Roth,male,USA,298,2012,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,61
719,Amartya Sen,male,India,10,1998,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,65
509,NA,NA,NA,NA,1947,The Nobel Peace Prize,NA
537,NA,NA,NA,NA,1977,The Nobel Peace Prize,NA
590,Anatole France,male,France,60,1921,The Nobel Prize in Literature,77
360,André Frédéric Cournand,male,France,60,1956,The Nobel Prize in Physiology or Medicine,61
849,Andre Geim,male,Russia,18,2010,The Nobel Prize in Physics,52
618,André Paul Guillaume Gide,male,France,60,1947,The Nobel Prize in Literature,78
381,André Lwoff,male,France,60,1965,The Nobel Prize in Physiology or Medicine,63
990,Andrea Ghez,female,USA,298,2020,The Nobel Prize in Physics,55
534,Andrei Dmitrievich Sakharov,male,Russia,18,1975,The Nobel Peace Prize,54
377,Andrew Fielding Huxley,male,United Kingdom,94,1963,The Nobel Prize in Physiology or Medicine,46
412,Andrew V. Schally,male,Poland,8,1977,The Nobel Prize in Physiology or Medicine,51
802,Andrew Z. Fire,male,USA,298,2006,The Nobel Prize in Physiology or Medicine,47
926,Angus Deaton,male,Scotland,11,2015,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,70
1028,Anne L’Huillier,female,France,60,2023,The Nobel Prize in Physics,65
1017,Annie Ernaux,female,France,60,2022,The Nobel Prize in Literature,82
768,Anthony J. Leggett,male,United Kingdom,94,2003,The Nobel Prize in Physics,65
1014,Anton Zeilinger,male,Austria,15,2022,The Nobel Prize in Physics,77
101,Antony Hewish,male,United Kingdom,94,1974,The Nobel Prize in Physics,50
538,Mohamed Anwar al-Sadat,male,Egypt,5,1978,The Nobel Peace Prize,60
214,Archer John Porter Martin,male,United Kingdom,94,1952,The Nobel Prize in Chemistry,42
311,Archibald Vivian Hill,male,United Kingdom,94,1922,The Nobel Prize in Physiology or Medicine,36
998,Ardem Patapoutian,male,Lebanon,1,2021,The Nobel Prize in Physiology or Medicine,54
891,Arieh Warshel,male,British Mandate of Palestine,4,2013,The Nobel Prize in Chemistry,73
490,Aristide Briand,male,France,60,1926,The Nobel Peace Prize,64
208,Arne Wilhelm Kaurin Tiselius,male,Sweden,30,1948,The Nobel Prize in Chemistry,46
111,Arno Allan Penzias,male,Germany,78,1978,The Nobel Prize in Physics,45
960,Arthur Ashkin,male,USA,298,2018,The Nobel Prize in Physics,96
920,Arthur B. McDonald,male,Canada,22,2015,The Nobel Prize in Physics,72
33,Arthur Holly Compton,male,USA,298,1927,The Nobel Prize in Physics,35
186,Arthur Harden,male,United Kingdom,94,1929,The Nobel Prize in Chemistry,64
499,Arthur Henderson,male,Scotland,11,1934,The Nobel Peace Prize,71
368,Arthur Kornberg,male,USA,298,1959,The Nobel Prize in Physiology or Medicine,41
119,Arthur Leonard Schawlow,male,USA,298,1981,The Nobel Prize in Physics,60
203,Artturi Ilmari Virtanen,male,Russian Empire,16,1945,The Nobel Prize in Chemistry,50
722,Arvid Carlsson,male,Sweden,30,2000,The Nobel Prize in Physiology or Medicine,77
310,Schack August Steenberg Krogh,male,Denmark,12,1920,The Nobel Prize in Physiology or Medicine,46
475,Auguste Marie François Beernaert,male,Belgium,8,1909,The Nobel Peace Prize,80
553,Aung San Suu Kyi,female,Burma,1,1991,The Nobel Peace Prize,46
780,Avram Hershko,male,Hungary,10,2004,The Nobel Prize in Chemistry,67
923,Aziz Sancar,male,Turkey,3,2015,The Nobel Prize in Chemistry,69
845,Barack Hussein Obama,male,USA,298,2009,The Nobel Peace Prize,48
428,Barbara McClintock,female,USA,298,1983,The Nobel Prize in Physiology or Medicine,81
942,Barry C. Barish,male,USA,298,2017,The Nobel Prize in Physics,81
789,Barry J. Marshall,male,Australia,10,2005,The Nobel Prize in Physiology or Medicine,54
409,Baruch S. Blumberg,male,USA,298,1976,The Nobel Prize in Physiology or Medicine,51
419,Baruj Benacerraf,male,Venezuela,2,1980,The Nobel Prize in Physiology or Medicine,60
1021,Ben S. Bernanke,male,USA,298,2022,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,69
103,Ben Roy Mottelson,male,USA,298,1975,The Nobel Prize in Physics,49
936,Bengt Holmström,male,Finland,2,2016,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,67
426,Bengt I. Samuelsson,male,Sweden,30,1982,The Nobel Prize in Physiology or Medicine,48
1002,Benjamin List,male,Germany,78,2021,The Nobel Prize in Chemistry,53
933,Bernard L. Feringa,male,the Netherlands,20,2016,The Nobel Prize in Chemistry,65
345,Bernardo Alberto Houssay,male,Argentina,4,1947,The Nobel Prize in Physiology or Medicine,60
445,Bert Sakmann,male,Germany,78,1991,The Nobel Prize in Physiology or Medicine,49
468,"Baroness Bertha Sophie Felicita von Suttner, née Countess Kinsky von Chinic und Tettau",female,Austrian Empire,4,1905,The Nobel Peace Prize,62
689,Bertil Ohlin,male,Sweden,30,1977,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,78
145,Bertram N. Brockhouse,male,Canada,22,1994,The Nobel Prize in Physics,76
621,Earl (Bertrand Arthur William) Russell,male,United Kingdom,94,1950,The Nobel Prize in Literature,78
535,Elizabeth Williams,female,Northern Ireland,5,1976,The Nobel Peace Prize,33
572,Bjørnstjerne Martinus Bjørnson,male,Norway,13,1903,The Nobel Prize in Literature,71
937,Bob Dylan,male,USA,298,2016,The Nobel Prize in Literature,75
629,Boris Leonidovich Pasternak,male,Russia,18,1958,The Nobel Prize in Literature,68
99,Brian David Josephson,male,United Kingdom,94,1973,The Nobel Prize in Physics,33
879,Brian K. Kobilka,male,USA,298,2012,The Nobel Prize in Chemistry,57
865,Brian P. Schmidt,male,USA,298,2011,The Nobel Prize in Physics,44
861,Bruce A. Beutler,male,USA,298,2011,The Nobel Prize in Physiology or Medicine,54
261,Robert Bruce Merrifield,male,USA,298,1984,The Nobel Prize in Chemistry,63
105,Burton Richter,male,USA,298,1976,The Nobel Prize in Physics,45
34,Charles Thomson Rees Wilson,male,Scotland,11,1927,The Nobel Prize in Physics,58
298,Camillo Golgi,male,Italy,18,1906,The Nobel Prize in Physiology or Medicine,63
666,Camilo José Cela,male,Spain,7,1989,The Nobel Prize in Literature,73
189,Carl Bosch,male,Germany,78,1931,The Nobel Prize in Chemistry,57
343,Carl Ferdinand Cori,male,Austria-Hungary,13,1947,The Nobel Prize in Physiology or Medicine,51
43,Carl David Anderson,male,USA,298,1936,The Nobel Prize in Physics,31
588,Carl Friedrich Georg Spitteler,male,Switzerland,19,1919,The Nobel Prize in Literature,74
500,Carl von Ossietzky,male,Germany,78,1935,The Nobel Peace Prize,46
740,Carl E. Wieman,male,USA,298,2001,The Nobel Prize in Physics,50
124,Carlo Rubbia,male,Italy,18,1984,The Nobel Prize in Physics,50
562,Carlos Filipe Ximenes Belo,male,East Timor,2,1996,The Nobel Peace Prize,48
501,Carlos Saavedra Lamas,male,Argentina,4,1936,The Nobel Peace Prize,58
836,Carol W. Greider,female,USA,298,2009,The Nobel Prize in Physiology or Medicine,48
1015,Carolyn R. Bertozzi,female,USA,298,2022,The Nobel Prize in Chemistry,56
55,Cecil Frank Powell,male,United Kingdom,94,1950,The Nobel Prize in Physics,47
1020,NA,NA,NA,NA,2022,The Nobel Peace Prize,NA
431,César Milstein,male,Argentina,4,1984,The Nobel Prize in Physiology or Medicine,57
384,Charles Brenton Huggins,male,Canada,22,1966,The Nobel Prize in Physiology or Medicine,65
25,Charles Edouard Guillaume,male,Switzerland,19,1920,The Nobel Prize in Physics,59
489,Charles Gates Dawes,male,USA,298,1925,The Nobel Peace Prize,60
22,Charles Glover Barkla,male,United Kingdom,94,1917,The Nobel Prize in Physics,40
81,Charles Hard Townes,male,USA,298,1964,The Nobel Prize in Physics,49
269,Charles J. Pedersen,male,Korea,2,1987,The Nobel Prize in Chemistry,83
838,Charles Kuen Kao,male,China,11,2009,The Nobel Prize in Physics,76
987,Charles M. Rice,male,USA,298,2020,The Nobel Prize in Physiology or Medicine,68
318,Charles Jules Henri Nicolle,male,France,60,1928,The Nobel Prize in Physiology or Medicine,62
307,Charles Robert Richet,male,France,60,1913,The Nobel Prize in Physiology or Medicine,63
68,Chen Ning Yang,male,China,11,1957,The Nobel Prize in Physics,35
319,Christiaan Eijkman,male,the Netherlands,20,1929,The Nobel Prize in Physiology or Medicine,71
241,Christian B. Anfinsen,male,USA,298,1972,The Nobel Prize in Chemistry,56
404,Christian de Duve,male,United Kingdom,94,1974,The Nobel Prize in Physiology or Medicine,57
486,Christian Lous Lange,male,Norway,13,1921,The Nobel Peace Prize,52
453,Christiane Nüsslein-Volhard,female,Germany,78,1995,The Nobel Prize in Physiology or Medicine,53
858,Christopher A. Pissarides,male,Cyprus,1,2010,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,62
873,Christopher A. Sims,male,USA,298,2011,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,69
153,Claude Cohen-Tannoudji,male,French Algeria,2,1997,The Nobel Prize in Physics,64
662,Claude Simon,male,Madagascar,1,1985,The Nobel Prize in Literature,72
1034,Claudia Goldin,female,USA,298,2023,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,77
146,Clifford G. Shull,male,USA,298,1994,The Nobel Prize in Physics,79
44,Clinton Joseph Davisson,male,USA,298,1937,The Nobel Prize in Physics,56
772,Clive W.J. Granger,male,United Kingdom,94,2003,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,69
505,Cordell Hull,male,USA,298,1945,The Nobel Peace Prize,74
333,Corneille Jean François Heymans,male,Belgium,8,1938,The Nobel Prize in Physiology or Medicine,46
803,Craig C. Mello,male,USA,298,2006,The Nobel Prize in Physiology or Medicine,46
657,Czesław Miłosz,male,Russian Empire,16,1980,The Nobel Prize in Literature,69
410,D. Carleton Gajdusek,male,USA,298,1976,The Nobel Prize in Physiology or Medicine,53
520,Dag Hjalmar Agne Carl Hammarskjöld,male,Sweden,30,1961,The Nobel Peace Prize,56
857,Dale T. Mortensen,male,USA,298,2010,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,71
867,Dan Shechtman,male,British Mandate of Palestine,4,2011,The Nobel Prize in Chemistry,70
363,Daniel Bovet,male,Switzerland,19,1957,The Nobel Prize in Physiology or Medicine,50
157,Daniel C. Tsui,male,China,11,1998,The Nobel Prize in Physics,59
759,Daniel Kahneman,male,British Mandate of Palestine,4,2002,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,68
733,Daniel L. McFadden,male,USA,298,2000,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,63
415,Daniel Nathans,male,USA,298,1978,The Nobel Prize in Physiology or Medicine,50
674,Dario Fo,male,Italy,18,1997,The Nobel Prize in Literature,71
1044,Daron Acemoglu,male,Turkey,3,2024,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,57
1039,David Baker,male,USA,298,2024,The Nobel Prize in Chemistry,62
406,David Baltimore,male,USA,298,1975,The Nobel Prize in Physiology or Medicine,37
1007,David Card,male,Canada,22,2021,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,65
423,David H. Hubel,male,Canada,22,1981,The Nobel Prize in Physiology or Medicine,55
776,David J. Gross,male,USA,298,2004,The Nobel Prize in Physics,63
928,David J. Thouless,male,United Kingdom,94,2016,The Nobel Prize in Physics,82
877,David J. Wineland,male,USA,298,2012,The Nobel Prize in Physics,68
997,David Julius,male,USA,298,2021,The Nobel Prize in Physiology or Medicine,66
149,David M. Lee,male,USA,298,1996,The Nobel Prize in Physics,65
567,David Trimble,male,Northern Ireland,5,1998,The Nobel Peace Prize,54
1003,David W.C. MacMillan,male,United Kingdom,94,2021,The Nobel Prize in Chemistry,53
1040,Demis Hassabis,male,United Kingdom,94,2024,The Nobel Prize in Chemistry,48
966,Denis Mukwege,male,Belgian Congo,1,2018,The Nobel Peace Prize,63
93,Dennis Gabor,male,Hungary,10,1971,The Nobel Prize in Physics,71
237,Derek H. R. Barton,male,United Kingdom,94,1969,The Nobel Prize in Chemistry,51
669,Derek Walcott,male,Saint Lucia,1,1992,The Nobel Prize in Literature,62
546,Desmond Mpilo Tutu,male,South Africa,9,1984,The Nobel Peace Prize,53
362,Dickinson W. Richards,male,USA,298,1956,The Nobel Prize in Physiology or Medicine,61
975,Didier Queloz,male,Switzerland,19,2019,The Nobel Prize in Physics,53
1006,Dmitry Andreyevich Muratov,male,USSR,6,2021,The Nobel Peace Prize,60
568,NA,NA,NA,NA,1999,The Nobel Peace Prize,NA
74,Donald Arthur Glaser,male,USA,298,1960,The Nobel Prize in Physics,34
267,Donald J. Cram,male,USA,298,1987,The Nobel Prize in Chemistry,68
962,Donna Strickland,female,Canada,22,2018,The Nobel Prize in Physics,59
817,Doris Lessing,female,Persia,1,2007,The Nobel Prize in Literature,88
230,Dorothy Crowfoot Hodgkin,female,Egypt,5,1964,The Nobel Prize in Chemistry,54
150,Douglas D. Osheroff,male,USA,298,1996,The Nobel Prize in Physics,51
1022,Douglas W. Diamond,male,USA,298,2022,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,69
710,Douglass C. North,male,USA,298,1993,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,73
1025,Drew Weissman,male,USA,298,2023,The Nobel Prize in Physiology or Medicine,64
264,Dudley R. Herschbach,male,USA,298,1986,The Nobel Prize in Chemistry,54
443,E. Donnall Thomas,male,USA,298,1990,The Nobel Prize in Physiology or Medicine,70
59,Edward Mills Purcell,male,USA,298,1952,The Nobel Prize in Physics,40
397,"Earl W. Sutherland, Jr.",male,USA,298,1971,The Nobel Prize in Physiology or Medicine,56
324,Edgar Douglas Adrian,male,United Kingdom,94,1932,The Nobel Prize in Physiology or Medicine,43
446,Edmond H. Fischer,male,China,11,1992,The Nobel Prize in Physiology or Medicine,72
807,Edmund S. Phelps,male,USA,298,2006,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,73
166,Eduard Buchner,male,Bavaria,1,1907,The Nobel Prize in Chemistry,47
905,Edvard I. Moser,male,Norway,13,2014,The Nobel Prize in Physiology or Medicine,52
336,Edward Adelbert Doisy,male,USA,298,1943,The Nobel Prize in Physiology or Medicine,50
452,Edward B. Lewis,male,USA,298,1995,The Nobel Prize in Physiology or Medicine,77
349,Edward Calvin Kendall,male,USA,298,1950,The Nobel Prize in Physiology or Medicine,64
787,Edward C. Prescott,male,USA,298,2004,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,64
365,Edward Lawrie Tatum,male,USA,298,1958,The Nobel Prize in Physiology or Medicine,49
52,Sir Edward Victor Appleton,male,United Kingdom,94,1947,The Nobel Prize in Physics,55
447,Edwin G. Krebs,male,USA,298,1992,The Nobel Prize in Physiology or Medicine,74
212,Edwin Mattison McMillan,male,USA,298,1951,The Nobel Prize in Chemistry,44
348,António Caetano de Abreu Freire Egas Moniz,male,Portugal,2,1949,The Nobel Prize in Physiology or Medicine,75
852,Ei-ichi Negishi,male,China,11,2010,The Nobel Prize in Chemistry,75
533,Eisaku Satō,male,Japan,27,1974,The Nobel Peace Prize,73
782,Elfriede Jelinek,female,Austria,15,2004,The Nobel Prize in Literature,58
658,Elias Canetti,male,Bulgaria,1,1981,The Nobel Prize in Literature,76
275,Elias James Corey,male,USA,298,1990,The Nobel Prize in Chemistry,62
464,Élie Ducommun,male,Switzerland,19,1902,The Nobel Peace Prize,69
548,Elie Wiesel,male,Romania,4,1986,The Nobel Peace Prize,58
480,Elihu Root,male,USA,298,1912,The Nobel Peace Prize,67
846,Elinor Ostrom,female,USA,298,2009,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,76
835,Elizabeth H. Blackburn,female,Australia,10,2009,The Nobel Prize in Physiology or Medicine,61
869,Ellen Johnson Sirleaf,female,Liberia,2,2011,The Nobel Peace Prize,73
161,Hermann Emil Fischer,male,Prussia,13,1902,The Nobel Prize in Chemistry,50
293,Emil Adolf von Behring,male,Prussia,13,1901,The Nobel Prize in Physiology or Medicine,47
72,Emilio Gino Segrè,male,Italy,18,1959,The Nobel Prize in Physics,54
506,Emily Greene Balch,female,USA,298,1946,The Nobel Peace Prize,79
991,Emmanuelle Charpentier,female,France,60,2020,The Nobel Prize in Chemistry,52
46,Enrico Fermi,male,Italy,18,1938,The Nobel Prize in Physics,37
909,Eric Betzig,male,USA,298,2014,The Nobel Prize in Chemistry,54
738,Eric A. Cornell,male,USA,298,2001,The Nobel Prize in Physics,40
454,Eric F. Wieschaus,male,USA,298,1995,The Nobel Prize in Physiology or Medicine,48
724,Eric R. Kandel,male,Austria,15,2000,The Nobel Prize in Physiology or Medicine,71
821,Eric S. Maskin,male,USA,298,2007,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,57
604,Erik Axel Karlfeldt,male,Sweden,30,1931,The Nobel Prize in Literature,67
625,Ernest Miller Hemingway,male,USA,298,1954,The Nobel Prize in Literature,55
47,Ernest Orlando Lawrence,male,USA,298,1939,The Nobel Prize in Physics,38
167,Ernest Rutherford,male,New Zealand,3,1908,The Nobel Prize in Chemistry,37
57,Ernest Thomas Sinton Walton,male,Ireland,5,1951,The Nobel Prize in Physics,48
471,Ernesto Teodoro Moneta,male,Austrian Empire,4,1907,The Nobel Peace Prize,74
340,Ernst Boris Chain,male,Germany,78,1945,The Nobel Prize in Physiology or Medicine,39
244,Ernst Otto Fischer,male,Germany,78,1973,The Nobel Prize in Chemistry,55
127,Ernst Ruska,male,Germany,78,1986,The Nobel Prize in Physics,80
444,Erwin Neher,male,Germany,78,1991,The Nobel Prize in Physiology or Medicine,47
39,Erwin Schrödinger,male,Austria,15,1933,The Nobel Prize in Physics,46
983,Esther Duflo,female,France,60,2019,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,47
894,Eugene F. Fama,male,USA,298,2013,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,74
608,Eugene Gladstone O'Neill,male,USA,298,1936,The Nobel Prize in Literature,48
78,Eugene Paul Wigner,male,Austria-Hungary,13,1963,The Nobel Prize in Physics,61
651,Eugenio Montale,male,Italy,18,1975,The Nobel Prize in Literature,79
881,NA,NA,NA,NA,2012,The Nobel Peace Prize,NA
649,Eyvind Johnson,male,Sweden,30,1974,The Nobel Prize in Literature,74
929,F. Duncan M. Haldane,male,United Kingdom,94,2016,The Nobel Prize in Physics,65
283,F. Sherwood Rowland,male,USA,298,1995,The Nobel Prize in Chemistry,68
556,Frederik Willem de Klerk,male,South Africa,9,1993,The Nobel Peace Prize,57
58,Felix Bloch,male,Switzerland,19,1952,The Nobel Prize in Physics,47
379,Feodor Lynen,male,Germany,78,1964,The Nobel Prize in Physiology or Medicine,53
14,Karl Ferdinand Braun,male,Hesse-Kassel,1,1909,The Nobel Prize in Physics,59
492,Ferdinand Buisson,male,France,60,1927,The Nobel Peace Prize,86
1027,Ferenc Krausz,male,Hungary,10,2023,The Nobel Prize in Physics,61
460,Ferid Murad,male,USA,298,1998,The Nobel Prize in Physiology or Medicine,62
786,Finn E. Kydland,male,Norway,13,2004,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,61
963,Frances H. Arnold,female,USA,298,2018,The Nobel Prize in Chemistry,62
372,Francis Harry Compton Crick,male,United Kingdom,94,1962,The Nobel Prize in Physiology or Medicine,46
180,Francis William Aston,male,United Kingdom,94,1922,The Nobel Prize in Chemistry,45
699,Franco Modigliani,male,Italy,18,1985,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,67
887,François Englert,male,Belgium,8,2013,The Nobel Prize in Physics,81
380,François Jacob,male,France,60,1965,The Nobel Prize in Physiology or Medicine,45
623,François Mauriac,male,France,60,1952,The Nobel Prize in Literature,67
824,Françoise Barré-Sinoussi,female,France,60,2008,The Nobel Prize in Physiology or Medicine,61
494,Frank Billings Kellogg,male,USA,298,1929,The Nobel Peace Prize,73
778,Frank Wilczek,male,USA,298,2004,The Nobel Prize in Physics,53
613,Frans Eemil Sillanpää,male,Russian Empire,16,1939,The Nobel Prize in Literature,51
1048,Frederick J. Ramsdell,male,USA,298,2025,The Nobel Prize in Physiology or Medicine,65
193,Frédéric Joliot,male,France,60,1935,The Nobel Prize in Chemistry,35
573,Frédéric Mistral,male,France,60,1904,The Nobel Prize in Literature,74
463,Frédéric Passy,male,France,60,1901,The Nobel Peace Prize,79
358,Frederick Chapman Robbins,male,USA,298,1954,The Nobel Prize in Physiology or Medicine,38
313,Frederick Grant Banting,male,Canada,22,1923,The Nobel Prize in Physiology or Medicine,32
148,Frederick Reines,male,USA,298,1995,The Nobel Prize in Physics,77
222,Frederick Sanger,male,United Kingdom,94,1958,The Nobel Prize in Chemistry,40
222,Frederick Sanger,male,United Kingdom,94,1980,The Nobel Prize in Chemistry,62
179,Frederick Soddy,male,United Kingdom,94,1921,The Nobel Prize in Chemistry,44
474,Fredrik Bajer,male,Denmark,12,1908,The Nobel Peace Prize,71
487,Fridtjof Nansen,male,Norway,13,1922,The Nobel Peace Prize,61
190,Friedrich Bergius,male,Germany,78,1931,The Nobel Prize in Chemistry,47
685,Friedrich August von Hayek,male,Austria,15,1974,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,75
508,NA,NA,NA,NA,1947,The Nobel Peace Prize,NA
60,Frits Zernike,male,the Netherlands,20,1953,The Nobel Prize in Physics,65
177,Fritz Haber,male,Prussia,13,1918,The Nobel Prize in Chemistry,50
355,Fritz Albert Lipmann,male,Germany,78,1953,The Nobel Prize in Physiology or Medicine,54
181,Fritz Pregl,male,Austria-Hungary,13,1923,The Nobel Prize in Chemistry,54
659,Gabriel García Márquez,male,Colombia,2,1982,The Nobel Prize in Literature,55
12,Gabriel Lippmann,male,Luxembourg,2,1908,The Nobel Prize in Physics,63
615,Gabriela Mistral,female,Chile,2,1945,The Nobel Prize in Literature,56
734,Gao Xingjian,male,China,11,2000,The Nobel Prize in Literature,60
708,Gary S. Becker,male,USA,298,1992,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,62
1036,Gary Ruvkun,male,USA,298,2024,The Nobel Prize in Physiology or Medicine,72
1038,Geoffrey Hinton,male,United Kingdom,94,2024,The Nobel Prize in Physics,77
245,Geoffrey Wilkinson,male,United Kingdom,94,1973,The Nobel Prize in Chemistry,52
371,Georg von Békésy,male,Hungary,10,1961,The Nobel Prize in Physiology or Medicine,62
253,Georg Wittig,male,Germany,78,1979,The Nobel Prize in Chemistry,82
744,George A. Akerlof,male,USA,298,2001,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,61
280,George A. Olah,male,Hungary,10,1994,The Nobel Prize in Chemistry,67
364,George Wells Beadle,male,USA,298,1958,The Nobel Prize in Physiology or Medicine,55
596,George Bernard Shaw,male,Ireland,5,1925,The Nobel Prize in Literature,69
514,George Catlett Marshall,male,USA,298,1953,The Nobel Peace Prize,73
421,George D. Snell,male,USA,298,1980,The Nobel Prize in Physiology or Medicine,77
201,George de Hevesy,male,Austria-Hungary,13,1943,The Nobel Prize in Chemistry,58
405,George E. Palade,male,Romania,4,1974,The Nobel Prize in Physiology or Medicine,62
840,George E. Smith,male,USA,298,2009,The Nobel Prize in Physics,79
805,George F. Smoot,male,USA,298,2006,The Nobel Prize in Physics,61
439,George H. Hitchings,male,USA,298,1988,The Nobel Prize in Physiology or Medicine,83
326,George Hoyt Whipple,male,USA,298,1934,The Nobel Prize in Physiology or Medicine,56
696,George J. Stigler,male,USA,298,1982,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,71
964,George P. Smith,male,USA,298,2018,The Nobel Prize in Chemistry,77
45,George Paget Thomson,male,United Kingdom,94,1937,The Nobel Prize in Physics,45
235,George Porter,male,United Kingdom,94,1967,The Nobel Prize in Chemistry,47
327,George Richards Minot,male,USA,298,1934,The Nobel Prize in Physiology or Medicine,49
387,George Wald,male,USA,298,1967,The Nobel Prize in Physiology or Medicine,61
142,Georges Charpak,male,Poland,8,1992,The Nobel Prize in Physics,68
430,Georges J.F. Köhler,male,Germany,78,1984,The Nobel Prize in Physiology or Medicine,38
517,Georges Pire,male,Belgium,8,1958,The Nobel Peace Prize,48
398,Gerald M. Edelman,male,USA,298,1972,The Nobel Prize in Physiology or Medicine,43
697,Gerard Debreu,male,France,60,1983,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,62
961,Gérard Mourou,male,France,60,2018,The Nobel Prize in Physics,74
158,Gerardus 't Hooft,male,the Netherlands,20,1999,The Nobel Prize in Physics,53
128,Gerd Binnig,male,West Germany,4,1986,The Nobel Prize in Physics,39
334,Gerhard Domagk,male,Germany,78,1939,The Nobel Prize in Physiology or Medicine,44
816,Gerhard Ertl,male,Germany,78,2007,The Nobel Prize in Chemistry,71
240,Gerhard Herzberg,male,Germany,78,1971,The Nobel Prize in Chemistry,67
582,Gerhart Johann Robert Hauptmann,male,Prussia,13,1912,The Nobel Prize in Literature,50
438,Gertrude B. Elion,female,USA,298,1988,The Nobel Prize in Physiology or Medicine,70
344,"Gerty Theresa Cori, née Radnitz",female,Austria-Hungary,13,1947,The Nobel Prize in Physiology or Medicine,51
1001,Giorgio Parisi,male,Italy,18,2021,The Nobel Prize in Physics,73
635,Giorgos Seferis,male,Ottoman Empire,2,1963,The Nobel Prize in Literature,63
576,Giosuè Carducci,male,Tuscany,1,1906,The Nobel Prize in Literature,71
229,Giulio Natta,male,Italy,18,1963,The Nobel Prize in Chemistry,60
213,Glenn Theodore Seaborg,male,USA,298,1951,The Nobel Prize in Chemistry,39
418,Godfrey N. Hounsfield,male,United Kingdom,94,1979,The Nobel Prize in Physiology or Medicine,60
810,NA,NA,NA,NA,2006,The Nobel Peace Prize,NA
597,Grazia Deledda,female,Italy,18,1926,The Nobel Prize in Literature,55
972,Gregg L. Semenza,male,USA,298,2019,The Nobel Prize in Physiology or Medicine,63
13,Guglielmo Marconi,male,Italy,18,1909,The Nobel Prize in Physics,35
1009,Guido W. Imbens,male,the Netherlands,20,2021,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,58
684,Gunnar Myrdal,male,Sweden,30,1974,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,76
